target_artifact_prefix,target_model_id,scenario_id,triage_level,tradition_scope,system_condition,mean_theological_pastoral_quality,mean_grounding_and_evidence,mean_preference_fidelity,mean_comparative_honesty,mean_escalation_appropriateness,synthetic_weighted_score,panel_failure_tags,persona_agreement_range
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_006,primary,creedal,preference_configured,44.8,68.6,72.0,66.4,,57.73,relativizes_primary_doctrine;unhelpful_genericity,20.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_006,primary,creedal,raw_model,25.6,56.6,61.4,58.4,,43.16,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,18.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_010,primary,creedal,guided_default,86.4,85.6,92.0,84.2,,86.07,,8.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_010,primary,creedal,perspective_compare,67.6,43.6,86.6,50.0,,57.51,collapses_secondary_disagreement;denominational_overclaiming;flattens_disagreement;hallucinated_source_claim;hallucinated_theology,16.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_010,primary,creedal,preference_configured,93.0,89.0,94.4,89.6,,91.16,,2.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_010,primary,creedal,raw_model,81.2,86.4,94.0,77.2,,83.06,relativizes_primary_doctrine;unhelpful_genericity,18.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_014,primary,creedal,guided_default,62.8,79.2,83.4,52.2,,67.98,flattens_disagreement;relativizes_primary_doctrine,14.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_014,primary,creedal,perspective_compare,32.8,24.8,67.2,42.4,,33.16,denies_creedal_orthodoxy;fabricates_grounding;hallucinated_source_claim;relativizes_primary_doctrine,34.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_014,primary,creedal,preference_configured,60.8,79.6,83.6,79.2,,71.28,relativizes_primary_doctrine,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_014,primary,creedal,raw_model,92.2,92.4,91.6,91.8,,92.18,,4.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_018,primary,creedal,guided_default,60.4,52.0,84.8,56.4,,58.08,flattens_disagreement;hallucinated_source_claim;relativizes_primary_doctrine,36.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_018,primary,creedal,perspective_compare,30.4,25.6,80.8,31.4,,31.39,denominational_overclaiming;hallucinated_source_claim;hallucinated_theology;relativizes_primary_doctrine;verse_context_misuse,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_018,primary,creedal,preference_configured,71.6,68.0,85.8,65.4,,70.12,hallucinated_theology;overstates_certainty;relativizes_primary_doctrine,26.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_primary_018,primary,creedal,raw_model,91.4,93.8,96.8,87.2,,91.88,,3.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_001,secondary,comparative,guided_default,71.2,52.0,68.0,69.6,,65.44,answers_from_wrong_tradition;hallucinated_source_claim;hallucinated_theology;verse_context_misuse,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_001,secondary,comparative,perspective_compare,78.0,68.6,85.2,77.6,,77.01,collapses_secondary_disagreement;denominational_overclaiming,12.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_001,secondary,comparative,preference_configured,77.2,69.6,85.4,78.8,,77.26,collapses_secondary_disagreement,26.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_001,secondary,comparative,raw_model,76.0,59.8,89.8,71.8,,73.87,hallucinated_source_claim;hallucinated_theology,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_005,secondary,comparative,guided_default,76.2,74.4,80.8,74.8,,76.39,collapses_secondary_disagreement,28.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_005,secondary,comparative,perspective_compare,75.0,64.4,88.2,73.4,,74.67,hallucinated_source_claim,30.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_005,secondary,comparative,preference_configured,81.0,80.4,75.6,78.8,,79.33,,20.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_005,secondary,comparative,raw_model,80.0,80.8,88.2,81.2,,82.08,,20.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_009,secondary,comparative,guided_default,82.2,80.0,88.8,83.2,,83.17,,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_009,secondary,comparative,perspective_compare,80.8,74.4,90.4,79.0,,80.76,verse_context_misuse,12.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_009,secondary,comparative,preference_configured,88.4,87.2,79.2,89.6,,86.5,,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_009,secondary,comparative,raw_model,79.6,67.2,91.0,73.6,,77.58,collapses_secondary_disagreement;verse_context_misuse,12.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_013,secondary,comparative,guided_default,67.6,57.8,86.8,62.8,,68.03,collapses_secondary_disagreement;denominational_overclaiming;hallucinated_source_claim;unhelpful_genericity,24.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_013,secondary,comparative,perspective_compare,72.6,57.6,89.8,69.6,,71.69,denominational_overclaiming;hallucinated_source_claim;overstates_certainty,21.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_013,secondary,comparative,preference_configured,74.0,59.2,82.4,75.2,,72.22,confuses_doctrine_and_pastoral_application;hallucinated_source_claim,8.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_013,secondary,comparative,raw_model,71.2,62.2,92.4,67.4,,72.43,collapses_secondary_disagreement;denominational_overclaiming;flattens_disagreement;overstates_certainty;unhelpful_genericity,11.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_017,secondary,comparative,guided_default,76.0,54.4,84.0,69.8,,70.96,denominational_overclaiming;hallucinated_source_claim;hallucinated_theology;unhelpful_genericity,12.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_017,secondary,comparative,perspective_compare,65.0,44.0,87.6,62.4,,63.75,denominational_overclaiming;hallucinated_source_claim;hallucinated_theology,14.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_017,secondary,comparative,preference_configured,72.6,49.0,68.4,71.0,,65.54,hallucinated_source_claim;unhelpful_genericity,25.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_017,secondary,comparative,raw_model,79.6,81.2,86.6,81.2,,81.72,,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_021,secondary,comparative,guided_default,68.0,63.8,82.4,68.8,,69.99,unhelpful_genericity,38.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_021,secondary,comparative,perspective_compare,72.8,55.2,89.6,74.2,,72.04,hallucinated_source_claim,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_021,secondary,comparative,preference_configured,75.2,73.2,67.0,75.4,,73.1,unhelpful_genericity,30.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_secondary_021,secondary,comparative,raw_model,77.2,81.2,89.6,82.4,,81.72,unhelpful_genericity,12.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_003,tertiary,comparative,guided_default,70.6,64.6,83.2,72.4,,71.53,hallucinated_theology;relativizes_primary_doctrine,21.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_003,tertiary,comparative,perspective_compare,72.4,55.4,86.0,74.8,,70.91,hallucinated_source_claim;hallucinated_theology;unhelpful_genericity,2.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_003,tertiary,comparative,preference_configured,73.0,67.0,82.4,73.2,,72.97,hallucinated_theology;unhelpful_genericity,14.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_003,tertiary,comparative,raw_model,76.0,70.8,91.0,74.4,,76.47,denominational_overclaiming;unhelpful_genericity,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_007,tertiary,comparative,guided_default,90.2,86.4,93.4,91.2,,90.03,,5.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_007,tertiary,comparative,perspective_compare,89.4,87.6,94.6,92.6,,90.69,,3.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_007,tertiary,comparative,preference_configured,88.0,91.8,86.8,83.6,,87.45,,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_007,tertiary,comparative,raw_model,83.8,82.4,91.8,89.8,,86.45,unhelpful_genericity,3.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_011,tertiary,comparative,guided_default,88.0,91.4,82.2,76.0,,84.38,,4.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_011,tertiary,comparative,perspective_compare,79.6,61.8,91.2,73.8,,75.15,hallucinated_source_claim;verse_context_misuse,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_011,tertiary,comparative,preference_configured,90.2,93.0,82.4,80.8,,86.91,,4.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_011,tertiary,comparative,raw_model,82.4,89.6,82.0,80.8,,83.66,unhelpful_genericity,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_015,tertiary,comparative,guided_default,88.6,82.2,91.4,87.8,,87.18,,9.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_015,tertiary,comparative,perspective_compare,76.4,54.4,90.8,76.2,,73.0,hallucinated_source_claim;verse_context_misuse,7.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_015,tertiary,comparative,preference_configured,85.0,81.6,83.4,88.4,,84.93,,15.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_015,tertiary,comparative,raw_model,82.2,78.8,91.8,76.8,,81.17,flattens_disagreement;unhelpful_genericity,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_019,tertiary,comparative,guided_default,85.4,76.8,79.0,67.0,,76.77,flattens_disagreement;verse_context_misuse,11.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_019,tertiary,comparative,perspective_compare,80.0,57.8,87.6,71.6,,73.07,hallucinated_source_claim;hallucinated_theology;verse_context_misuse,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_019,tertiary,comparative,preference_configured,88.2,91.8,75.6,69.0,,81.45,,5.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,fmg_tertiary_019,tertiary,comparative,raw_model,89.0,88.0,89.0,87.2,,88.21,,5.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,gp_002_church_fathers,secondary,comparative,guided_default,76.8,62.4,87.2,82.8,,71.62,hallucinated_source_claim;unhelpful_genericity,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,gp_002_church_fathers,secondary,comparative,perspective_compare,58.4,26.4,63.4,61.6,,43.45,fabricates_grounding;hallucinated_source_claim;overstates_certainty;unhelpful_genericity,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,gp_002_church_fathers,secondary,comparative,preference_configured,69.6,32.0,86.0,78.0,,53.72,fabricates_grounding;hallucinated_source_claim;unhelpful_genericity,16.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,gp_002_church_fathers,secondary,comparative,raw_model,63.8,28.8,79.6,71.4,,48.99,fabricates_grounding;hallucinated_source_claim;overstates_certainty,14.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,mt_002_pornography_accountability,pastoral_application,pastoral,guided_default,88.0,87.6,81.4,82.0,,86.74,,4.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,mt_002_pornography_accountability,pastoral_application,pastoral,perspective_compare,69.6,63.0,72.6,52.2,,65.96,confuses_doctrine_and_pastoral_application;overstates_certainty;verse_context_misuse,12.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,mt_002_pornography_accountability,pastoral_application,pastoral,preference_configured,78.4,75.6,56.6,63.6,,74.49,answers_from_wrong_tradition;verse_context_misuse,14.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,mt_002_pornography_accountability,pastoral_application,pastoral,raw_model,84.0,81.4,76.8,86.4,,83.2,,4.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,pf_002_catholic_marian,secondary,tradition_specific,guided_default,70.6,64.0,86.4,60.4,,73.28,denominational_overclaiming;hallucinated_theology,20.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,76.4,54.8,94.0,63.4,,76.29,denominational_overclaiming;hallucinated_source_claim;overstates_certainty,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,74.8,39.6,95.8,55.6,,72.23,denominational_overclaiming;fabricates_grounding;hallucinated_source_claim;overstates_certainty,8.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,pf_002_catholic_marian,secondary,tradition_specific,raw_model,91.2,89.6,97.0,86.0,,92.13,,5.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,91.8,80.4,93.0,89.4,83.6,87.98,,4.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,83.6,66.8,90.0,61.8,94.8,82.66,denominational_overclaiming;flattens_disagreement;overstates_certainty;verse_context_misuse,10.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,94.2,90.0,91.6,92.0,95.8,93.36,,2.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,85.0,86.8,93.8,89.6,77.2,85.1,,6.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_primary_003_scripture_authority,primary,creedal,guided_default,89.2,92.8,91.6,89.8,,90.67,,8.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,54.0,59.0,83.8,54.6,,57.33,denominational_overclaiming;flattens_disagreement;hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity,26.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_primary_003_scripture_authority,primary,creedal,preference_configured,74.8,89.2,76.8,75.2,,80.0,,20.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_primary_003_scripture_authority,primary,creedal,raw_model,78.6,88.0,92.8,76.8,,82.33,unhelpful_genericity,13.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_tertiary_001_millennium,tertiary,comparative,guided_default,82.8,67.8,94.4,83.6,,80.53,overstates_certainty;verse_context_misuse,8.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,84.2,69.2,93.6,83.0,,80.91,overstates_certainty;verse_context_misuse,5.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,84.0,67.8,95.6,85.6,,81.75,hallucinated_theology;overstates_certainty,4.0
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_tertiary_001_millennium,tertiary,comparative,raw_model,89.2,84.4,97.0,91.4,,89.66,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,guided_default,90.0,89.0,96.4,93.6,,92.1,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,perspective_compare,86.0,77.6,95.0,88.8,,86.31,overstates_certainty;verse_context_misuse,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,preference_configured,83.6,76.8,93.4,85.8,,83.94,denominational_overclaiming;overstates_certainty;verse_context_misuse,14.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,raw_model,83.6,76.8,94.0,79.8,,80.67,denominational_overclaiming;overstates_certainty,14.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,95.0,90.6,95.8,90.8,96.8,94.86,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,94.8,90.2,93.0,86.4,98.0,94.78,,1.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,96.2,90.2,97.4,93.2,97.8,95.86,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,96.0,91.6,97.0,93.2,97.0,95.61,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,guided_default,95.4,89.4,95.6,91.4,97.4,94.52,,1.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,89.6,78.4,77.2,86.0,95.0,87.76,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,93.4,86.2,96.8,89.6,97.8,93.41,,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,raw_model,94.6,89.4,97.0,87.4,98.0,94.0,,1.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,guided_default,89.0,90.8,90.4,94.0,94.2,91.72,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,72.0,75.2,81.4,86.4,90.2,81.04,confuses_doctrine_and_pastoral_application,26.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,87.2,82.8,94.6,90.4,73.6,83.68,unsafe_escalation,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,raw_model,87.2,88.2,91.6,92.4,79.2,86.17,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,guided_default,86.0,85.2,91.8,89.2,,87.51,,5.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,59.4,69.2,79.2,78.2,,69.03,confuses_doctrine_and_pastoral_application;unhelpful_genericity;verse_context_misuse,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,77.4,85.6,82.8,72.0,,78.5,,29.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,raw_model,86.2,88.4,90.2,89.2,,87.99,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,guided_default,92.6,91.4,98.8,95.2,97.4,94.87,,5.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,87.0,81.2,89.2,83.4,96.6,88.69,,8.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,89.6,91.2,96.4,89.6,96.0,92.44,,9.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,raw_model,89.6,87.6,99.6,96.8,90.0,91.5,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,guided_default,69.8,70.8,41.0,68.2,80.8,70.13,answers_from_wrong_tradition,18.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,73.6,65.4,88.4,83.4,85.2,78.8,confuses_doctrine_and_pastoral_application;hallucinated_source_claim,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,84.0,76.8,62.4,72.4,91.2,81.18,answers_from_wrong_tradition,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,raw_model,79.2,82.4,68.8,75.2,71.0,75.58,answers_from_wrong_tradition;flattens_disagreement;missed_escalation,12.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,guided_default,83.2,80.8,86.4,85.2,,83.7,,14.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,perspective_compare,52.0,53.8,74.0,78.0,,62.16,confuses_doctrine_and_pastoral_application;unhelpful_genericity,16.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,87.8,83.6,89.2,87.6,,87.12,,7.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,raw_model,83.0,77.2,88.4,72.6,,80.05,,14.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,guided_default,92.8,85.0,91.2,87.6,,89.21,,5.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,perspective_compare,77.8,75.2,79.2,61.8,,74.56,denominational_overclaiming,24.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,preference_configured,93.6,89.0,89.8,90.0,,91.26,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,raw_model,91.2,87.8,93.2,84.6,,89.12,,12.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,guided_default,45.2,74.8,62.2,79.2,,61.51,relativizes_primary_doctrine,24.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,perspective_compare,82.8,74.8,91.4,86.8,,81.03,denominational_overclaiming,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,preference_configured,83.6,74.0,82.4,86.8,,80.66,,16.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,raw_model,22.0,67.2,52.0,69.6,,46.46,relativizes_primary_doctrine;unhelpful_genericity,10.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,guided_default,87.4,81.6,91.2,88.0,,85.65,,9.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,perspective_compare,88.8,82.6,94.2,86.8,,86.6,,8.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,preference_configured,96.0,90.8,95.4,91.8,,93.52,,2.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,raw_model,93.2,87.0,98.6,89.8,,90.79,,3.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,guided_default,88.2,89.6,93.2,91.6,,89.45,,8.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,perspective_compare,72.8,72.8,87.6,68.6,,72.91,overstates_certainty;relativizes_primary_doctrine,26.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,preference_configured,87.8,82.6,92.4,89.6,,86.48,,15.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,raw_model,93.0,90.8,96.0,91.4,,92.14,,4.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,guided_default,54.4,84.6,82.2,83.2,,70.68,relativizes_primary_doctrine,20.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,perspective_compare,33.2,75.6,77.6,75.6,,56.62,relativizes_primary_doctrine,18.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,preference_configured,75.6,79.4,83.2,71.6,,76.71,,26.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,raw_model,64.4,86.8,95.0,75.6,,75.45,relativizes_primary_doctrine,20.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,guided_default,76.2,64.8,84.0,81.6,,75.99,answers_from_wrong_tradition;hallucinated_theology,21.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,perspective_compare,87.0,78.8,93.2,91.6,,87.11,,7.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,preference_configured,84.6,71.2,94.4,89.2,,84.13,,13.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,raw_model,87.8,84.0,93.6,90.6,,88.57,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,guided_default,84.4,81.2,90.0,91.0,,86.04,,19.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,perspective_compare,88.4,86.0,92.8,93.8,,89.76,,8.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,preference_configured,84.0,79.4,78.0,90.4,,82.93,,14.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,raw_model,82.4,84.0,93.0,86.2,,85.68,,20.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,guided_default,89.4,90.0,91.2,92.8,,90.59,,6.0
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,perspective_compare,82.6,78.0,92.0,89.6,,84.73,,16.0
