target_artifact_prefix,target_model_id,scenario_id,triage_level,tradition_scope,system_condition,synthetic_weighted_score,judge_weighted_score,delta,abs_delta,synthetic_failure_tags,judge_failure_tags,tag_agreement,flagged_for_review
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,81.75,93.47,-11.72,11.72,hallucinated_theology;overstates_certainty,,false,true
mistralai_mistral-large-2512_latest,mistralai/mistral-large-2512,tf_tertiary_001_millennium,tertiary,comparative,raw_model,89.66,94.68,-5.02,5.02,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,guided_default,92.1,96.57,-4.47,4.47,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,perspective_compare,86.31,92.72,-6.41,6.41,overstates_certainty;verse_context_misuse,,false,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,preference_configured,83.94,95.73,-11.79,11.79,denominational_overclaiming;overstates_certainty;verse_context_misuse,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ch_002_eucharist,secondary,comparative,raw_model,80.67,82.65,-1.98,1.98,denominational_overclaiming;overstates_certainty,,false,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,94.86,97.63,-2.77,2.77,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,94.78,96.63,-1.85,1.85,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,95.86,97.93,-2.07,2.07,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,95.61,96.95,-1.34,1.34,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,guided_default,94.52,95.18,-0.66,0.66,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,87.76,94.92,-7.16,7.16,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,93.41,94.55,-1.14,1.14,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_002,pastoral_application,pastoral,raw_model,94.0,94.75,-0.75,0.75,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,guided_default,91.72,94.38,-2.66,2.66,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,81.04,94.62,-13.58,13.58,confuses_doctrine_and_pastoral_application,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,83.68,96.05,-12.37,12.37,unsafe_escalation,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_006,pastoral_application,pastoral,raw_model,86.17,93.0,-6.83,6.83,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,guided_default,87.51,93.42,-5.91,5.91,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,69.03,92.23,-23.2,23.2,confuses_doctrine_and_pastoral_application;unhelpful_genericity;verse_context_misuse,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,78.5,88.55,-10.05,10.05,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_010,pastoral_application,pastoral,raw_model,87.99,91.23,-3.24,3.24,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,guided_default,94.87,91.67,3.2,3.2,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,88.69,94.72,-6.03,6.03,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,92.44,92.68,-0.24,0.24,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_014,pastoral_application,pastoral,raw_model,91.5,87.97,3.53,3.53,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,guided_default,70.13,93.58,-23.45,23.45,answers_from_wrong_tradition,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,78.8,89.52,-10.72,10.72,confuses_doctrine_and_pastoral_application;hallucinated_source_claim,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,81.18,92.47,-11.29,11.29,answers_from_wrong_tradition,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_018,pastoral_application,pastoral,raw_model,75.58,88.2,-12.62,12.62,answers_from_wrong_tradition;flattens_disagreement;missed_escalation,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,guided_default,83.7,92.85,-9.15,9.15,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,perspective_compare,62.16,88.63,-26.47,26.47,confuses_doctrine_and_pastoral_application;unhelpful_genericity,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,87.12,91.13,-4.01,4.01,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_pastoral_022,pastoral_application,pastoral,raw_model,80.05,88.42,-8.37,8.37,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,guided_default,89.21,96.33,-7.12,7.12,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,perspective_compare,74.56,91.72,-17.16,17.16,denominational_overclaiming,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,preference_configured,91.26,93.88,-2.62,2.62,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_002,primary,creedal,raw_model,89.12,94.2,-5.08,5.08,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,guided_default,61.51,90.65,-29.14,29.14,relativizes_primary_doctrine,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,perspective_compare,81.03,91.18,-10.15,10.15,denominational_overclaiming,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,preference_configured,80.66,91.18,-10.52,10.52,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_006,primary,creedal,raw_model,46.46,76.93,-30.47,30.47,relativizes_primary_doctrine;unhelpful_genericity,relativizes_primary_doctrine,partial,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,guided_default,85.65,93.3,-7.65,7.65,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,perspective_compare,86.6,93.98,-7.38,7.38,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,preference_configured,93.52,94.87,-1.35,1.35,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_010,primary,creedal,raw_model,90.79,92.23,-1.44,1.44,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,guided_default,89.45,94.53,-5.08,5.08,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,perspective_compare,72.91,94.05,-21.14,21.14,overstates_certainty;relativizes_primary_doctrine,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,preference_configured,86.48,93.93,-7.45,7.45,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_014,primary,creedal,raw_model,92.14,94.02,-1.88,1.88,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,guided_default,70.68,90.97,-20.29,20.29,relativizes_primary_doctrine,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,perspective_compare,56.62,87.68,-31.06,31.06,relativizes_primary_doctrine,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,preference_configured,76.71,88.48,-11.77,11.77,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_primary_018,primary,creedal,raw_model,75.45,86.82,-11.37,11.37,relativizes_primary_doctrine,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,guided_default,75.99,94.23,-18.24,18.24,answers_from_wrong_tradition;hallucinated_theology,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,perspective_compare,87.11,94.7,-7.59,7.59,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,preference_configured,84.13,93.67,-9.54,9.54,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_001,secondary,comparative,raw_model,88.57,94.22,-5.65,5.65,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,guided_default,86.04,93.93,-7.89,7.89,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,perspective_compare,89.76,95.1,-5.34,5.34,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,preference_configured,82.93,94.47,-11.54,11.54,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_005,secondary,comparative,raw_model,85.68,94.15,-8.47,8.47,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,guided_default,90.59,94.9,-4.31,4.31,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,perspective_compare,84.73,95.18,-10.45,10.45,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,preference_configured,78.71,92.6,-13.89,13.89,answers_from_wrong_tradition;ignores_user_preferences,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_009,secondary,comparative,raw_model,91.57,96.07,-4.5,4.5,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,guided_default,88.55,92.23,-3.68,3.68,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,perspective_compare,80.69,93.3,-12.61,12.61,overstates_certainty,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,preference_configured,88.84,94.75,-5.91,5.91,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_013,secondary,comparative,raw_model,87.04,91.67,-4.63,4.63,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,guided_default,85.13,91.63,-6.5,6.5,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,perspective_compare,86.42,94.4,-7.98,7.98,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,preference_configured,78.04,89.58,-11.54,11.54,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_017,secondary,comparative,raw_model,87.91,91.5,-3.59,3.59,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,guided_default,84.5,94.58,-10.08,10.08,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,perspective_compare,87.73,94.15,-6.42,6.42,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,preference_configured,72.92,93.98,-21.06,21.06,answers_from_wrong_tradition;ignores_user_preferences,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_secondary_021,secondary,comparative,raw_model,87.84,93.55,-5.71,5.71,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,guided_default,84.5,94.18,-9.68,9.68,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,perspective_compare,81.22,92.85,-11.63,11.63,hallucinated_theology;overstates_certainty,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,preference_configured,82.67,93.65,-10.98,10.98,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_003,tertiary,comparative,raw_model,84.02,92.95,-8.93,8.93,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,guided_default,90.84,94.88,-4.04,4.04,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,perspective_compare,86.3,94.53,-8.23,8.23,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,preference_configured,81.2,89.13,-7.93,7.93,answers_from_wrong_tradition,,false,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_007,tertiary,comparative,raw_model,92.55,93.42,-0.87,0.87,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,guided_default,91.64,93.07,-1.43,1.43,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,perspective_compare,88.2,91.53,-3.33,3.33,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,preference_configured,90.52,89.48,1.04,1.04,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_011,tertiary,comparative,raw_model,91.53,90.93,0.6,0.6,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,guided_default,86.99,94.15,-7.16,7.16,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,perspective_compare,87.17,92.47,-5.3,5.3,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,preference_configured,70.29,87.3,-17.01,17.01,answers_from_wrong_tradition,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_015,tertiary,comparative,raw_model,89.6,93.12,-3.52,3.52,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,guided_default,85.02,93.92,-8.9,8.9,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,perspective_compare,83.94,94.2,-10.26,10.26,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,preference_configured,87.2,92.83,-5.63,5.63,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,fmg_tertiary_019,tertiary,comparative,raw_model,88.12,93.68,-5.56,5.56,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,guided_default,90.21,96.07,-5.86,5.86,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,perspective_compare,77.68,96.67,-18.99,18.99,drops_context,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,preference_configured,87.19,95.5,-8.31,8.31,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,gp_002_church_fathers,secondary,comparative,raw_model,72.75,93.52,-20.77,20.77,hallucinated_source_claim;unhelpful_genericity,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,guided_default,81.06,92.94,-11.88,11.88,,,true,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,perspective_compare,70.62,91.75,-21.13,21.13,confuses_doctrine_and_pastoral_application;overstates_certainty;verse_context_misuse,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,preference_configured,71.8,89.69,-17.89,17.89,overstates_certainty;verse_context_misuse,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,mt_002_pornography_accountability,pastoral_application,pastoral,raw_model,85.24,88.46,-3.22,3.22,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,guided_default,94.48,96.97,-2.49,2.49,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,85.66,94.23,-8.57,8.57,denominational_overclaiming;hallucinated_source_claim,,false,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,90.71,96.1,-5.39,5.39,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,pf_002_catholic_marian,secondary,tradition_specific,raw_model,93.48,93.02,0.46,0.46,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,95.4,97.37,-1.97,1.97,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,87.31,95.75,-8.44,8.44,denominational_overclaiming;overstates_certainty,,false,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,88.35,97.32,-8.97,8.97,answers_from_wrong_tradition,,false,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,95.25,96.38,-1.13,1.13,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,guided_default,89.77,97.63,-7.86,7.86,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,62.85,95.15,-32.3,32.3,hallucinated_theology;verse_context_misuse,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,preference_configured,84.51,96.88,-12.37,12.37,flattens_disagreement,,false,true
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_primary_003_scripture_authority,primary,creedal,raw_model,89.86,96.37,-6.51,6.51,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,guided_default,94.1,97.92,-3.82,3.82,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,92.49,96.9,-4.41,4.41,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,92.62,96.88,-4.26,4.26,,,true,false
moonshotai_kimi-k2.6_latest,moonshotai/kimi-k2.6,tf_tertiary_001_millennium,tertiary,comparative,raw_model,89.49,96.05,-6.56,6.56,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,guided_default,77.82,94.45,-16.63,16.63,hallucinated_source_claim;hallucinated_theology;overstates_certainty,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,perspective_compare,82.79,94.45,-11.66,11.66,denominational_overclaiming;verse_context_misuse,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,preference_configured,77.75,92.3,-14.55,14.55,denominational_overclaiming;hallucinated_theology;overstates_certainty,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ch_002_eucharist,secondary,comparative,raw_model,81.67,95.07,-13.4,13.4,hallucinated_theology;overstates_certainty,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,95.97,97.05,-1.08,1.08,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,93.77,97.37,-3.6,3.6,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,95.8,97.33,-1.53,1.53,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,94.61,94.92,-0.31,0.31,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,guided_default,94.05,95.73,-1.68,1.68,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,78.76,84.15,-5.39,5.39,denominational_overclaiming,,false,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,85.02,94.1,-9.08,9.08,overstates_certainty,,false,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_002,pastoral_application,pastoral,raw_model,91.4,94.0,-2.6,2.6,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,guided_default,88.13,93.42,-5.29,5.29,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,78.99,91.63,-12.64,12.64,confuses_doctrine_and_pastoral_application,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,83.9,92.98,-9.08,9.08,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_006,pastoral_application,pastoral,raw_model,80.46,81.68,-1.22,1.22,unhelpful_genericity,,false,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,guided_default,84.03,90.63,-6.6,6.6,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,73.13,86.32,-13.19,13.19,hallucinated_source_claim;verse_context_misuse,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,87.42,91.13,-3.71,3.71,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_010,pastoral_application,pastoral,raw_model,85.38,88.53,-3.15,3.15,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,guided_default,93.38,93.9,-0.52,0.52,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,49.1,83.27,-34.17,34.17,confuses_doctrine_and_pastoral_application;denominational_overclaiming;drops_context;fabricates_grounding;hallucinated_source_claim;overstates_certainty,confuses_doctrine_and_pastoral_application,partial,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,75.32,90.3,-14.98,14.98,unhelpful_genericity;unsafe_escalation,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_014,pastoral_application,pastoral,raw_model,91.78,89.92,1.86,1.86,,,true,false
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,guided_default,68.2,89.68,-21.48,21.48,answers_from_wrong_tradition;confuses_doctrine_and_pastoral_application;ignores_user_preferences,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,59.19,87.5,-28.31,28.31,answers_from_wrong_tradition;confuses_doctrine_and_pastoral_application;hallucinated_source_claim,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,61.15,89.6,-28.45,28.45,answers_from_wrong_tradition;drops_context;ignores_user_preferences;unhelpful_genericity,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_018,pastoral_application,pastoral,raw_model,71.3,86.38,-15.08,15.08,missed_escalation;unhelpful_genericity,,false,true
nvidia_nemotron-3-super-120b-a12b_latest,nvidia/nemotron-3-super-120b-a12b,fmg_pastoral_022,pastoral_application,pastoral,guided_default,70.95,90.72,-19.77,19.77,confuses_doctrine_and_pastoral_application;unhelpful_genericity,,false,true
